tweetId,tweetText
1536249274232709125,"The New York Times
@nytimes
In Opinion

Without having even been read, ""The Men"" by Sandra Newman is being attacked online for its fantastical premise, in which all men and transgender women disappear from the planet, Pamela Paul writes.
nytimes.com
Opinion | She Wrote a Dystopian Novel. What Happened Next Was Pretty Dystopian. (Published 2022)
Without having even been read, a book is attacked online for its fantastical premise.
12:29 AM · Jun 13, 2022
22
 Reposts
122
 Quotes
211
 Likes
54
 Bookmarks"
1538751018401406977,"The New York Times
@nytimes
A 15-year-old boy was killed and three adults, including a police officer, were shot at an unauthorized music event known as Moechella in Washington, D.C., the authorities said. The police did not initially say whether a suspect or suspects were in custody.
nytimes.com
15-Year-Old Is Killed and 3 Are Shot in Gunfire at D.C. Music Festival (Published 2022)
The police had shut down the event, known as Moechella, a free street festival that they said was unauthorized, after previous disturbances.
10:10 PM · Jun 19, 2022
329
 Reposts
120
 Quotes
607
 Likes
42
 Bookmarks"
1539977741499498496,"Elie Mystal
@ElieNYC
Good lord, we have Vega v. Tekoh. The Supreme Court just gutted Miranda, ruling that a person who did NOT receive the warning has NO RIGHT to sue the government for the constitutional violation. 

6-3. By the people you'd expect. Jesus Christ.
Readers added context they thought people might want to know
The ruling did not eliminate the rights established in Miranda v. Arizona. The ruling states that you cannot sue for monetary compensation if your Miranda rights are violated. Your conviction can still be voided if your Miranda rights were violated. supremecourt.gov/opinions/21pdf…
Context is written by people who use X, and appears when rated helpful by others.  Find out more.
7:24 AM · Jun 23, 2022
9,105
 Reposts
1,350
 Quotes
30K
 Likes
505
 Bookmarks"
1544109546674823168,"Rep. Marjorie Taylor Greene
@RepMTG
When are we going to have an honest conversation about drug abuse, mental illness, and SSRI’s???

And deadly side effects.

Are we really going to keep pretending?

Or covering for Big Pharma?

Because I’m absolutely done with the political plays on this BS.
5:02 PM · Jul 4, 2022
1,943
 Reposts
1,344
 Quotes
8,349
 Likes
90
 Bookmarks"
1542962578997055488,"POLITICO
@politico
Supreme Court Justice Clarence Thomas in a dissenting opinion Thursday cited claims that Covid-19 vaccines were “developed using cell lines derived from aborted children.""
politico.com
Clarence Thomas cites claim that Covid vaccines are ‘developed using cell lines derived from...
Cells derived from elective abortions have been used in vaccine research for decades, including for Covid-19 vaccines.
Readers added context they thought people might want to know
Justice Thomas was citing the petitioners in the case, not citing nor making a claim of scientific fact.
See paragraph 3, which begins at the bottom of page 1 and continues on to page 2.
supremecourt.gov/opinions/21pdf…
Context is written by people who use X, and appears when rated helpful by others.  Find out more.
1:05 PM · Jul 1, 2022
49
 Reposts
44
 Quotes
87
 Likes
13
 Bookmarks"
1542625206543466497,"Ivan Trumpovic
@QualityTweets78
2:44 PM · Jun 30, 2022
6,639
 Reposts
222
 Quotes
7,855
 Likes
80
 Bookmarks"
1544290120701984770,"Jon Cooper
@joncoopertweets
ICYMI: Ron DeSantis signs bill requiring Florida students and professors to register their political views with the state
salon.com
New law will survey Florida students, professors on political views
Colleges could lose funding if survey of ""ideas and perspectives"" fails to satisfy state's GOP-run legislature
Readers added context they thought people might want to know
Florida H.B. 233, enacted in 2021, does not require university students, faculty and staff to register political views, according to Politifact.
politifact.com/factchecks/202…
Context is written by people who use X, and appears when rated helpful by others.  Find out more.
5:00 AM · Jul 5, 2022
5,730
 Reposts
5,181
 Quotes
9,881
 Likes
545
 Bookmarks"
1544467914321002497,"The Hollywood Reporter
@THR
'One Tree Hill' star Hilarie Burton opened up about her abortion in the days following the overturning of Roe. v. Wade: ""Having an abortion after my fetus died allowed for my uterus to heal in a way that made it healthy enough to carry future pregnancies"" http://thr.cm/gbmcaUX
4:47 PM · Jul 5, 2022
68
 Reposts
389
 Quotes
334
 Likes
24
 Bookmarks"
1544319993004933126,"MeidasTouch
@MeidasTouch
Ron DeSantis just signed a bill that would require universities to survey students annually about their beliefs. 

He is an autocrat who wants to suppress those who challenge his beliefs.
6:59 AM · Jul 5, 2022
6,281
 Reposts
815
 Quotes
18.8K
 Likes
120
 Bookmarks"
1544371827136421888,"Rick Wilson
@TheRickWilson
What could go wrong?

DeSantis signs bill requiring Florida students, professors to register political views with state
salon.com
New law will survey Florida students, professors on political views
Colleges could lose funding if survey of ""ideas and perspectives"" fails to satisfy state's GOP-run legislature
10:25 AM · Jul 5, 2022
2,424
 Reposts
926
 Quotes
10.2K
 Likes
165
 Bookmarks"
1544325984924598274,"Alfons López Tena
@alfonslopeztena
Republican gov DeSantis signs bill requiring Florida students and professors to register their political views with the state. Universities may lose funding if staff and students' beliefs do not satisfy Florida's ruling party
salon.com
New law will survey Florida students, professors on political views
Colleges could lose funding if survey of ""ideas and perspectives"" fails to satisfy state's GOP-run legislature
7:23 AM · Jul 5, 2022
211
 Reposts
345
 Quotes
252
 Likes
24
 Bookmarks"
1544707933715431425,"Arnesa Buljušmić-Kustura
@Rrrrnessa
You had an abortion. It's perfectly fine, btw, that you had an abortion but painting as anything other than an abortion is unbelievably delusional and dangerous too. You had an abortion on your own terms, which is great. But you're still advocating to ban that access for others.
Leah Libresco Sargeant
@LeahLibresco
·
Jul 4, 2022
I'm in the NYT today talking about Camillian, one of the children we lost through ectopic pregnancy. 

We got on a train to New Jersey to see a Catholic doctor, because we wanted someone who would *deliver our baby,* not *remove a clump of cells.*

https://nytimes.com/2022/07/04/opinion/ectopic-pregnancy-roe-abortion.html…
8:40 AM · Jul 6, 2022
22
 Reposts
5
 Quotes
148
 Likes"
1544689671858429955,"Max Boot
@MaxBoot
Like I said, ""DeSantis is engaged in one of the most alarming assaults on free speech and academic freedom since the dark days of McCarthyism in the 1950s.""

In 
@PostOpinions
: https://wapo.st/3AwLGrS
Peter W. Singer
@peterwsinger
·
Jul 6, 2022
DeSantis signs bill requiring Florida students, professors to register political views with state https://salon.com/2021/06/23/desantis-signs-bill-requiring-florida-students-professors-to-register-political-views-with-state/… 

""Based on the bill's language, survey responses will not necessarily be anonymous""
7:28 AM · Jul 6, 2022
83
 Reposts
27
 Quotes
171
 Likes"
1544009119786536960,"Elite Daily
@EliteDaily
Many public figures have spoken out after the Supreme Court overturned Roe v. Wade. Most recently, 
@halsey
 revealed how abortion saved their life after three miscarriages in a powerful essay. https://elitedaily.com/entertainment/halsey-revealed-abortion-saved-life-three-miscarriages?utm_source=twitter&utm_medium=owned&utm_campaign=elitedaily…
10:23 AM · Jul 4, 2022
52
 Reposts
34
 Quotes
297
 Likes
12
 Bookmarks"
1544781668766064640,"No Lie with Brian Tyler Cohen
@NoLieWithBTC
Holy crap. Rep. Debbie Lesko (R-AZ) said she would shoot her own grandchildren to oppose a gun safety reform bill that would keep guns out of the hands of those who should not have them. (h/t 
@RyanShead
)
1:23
From 
Ryan Shead
1:33 PM · Jul 6, 2022
8,242
 Reposts
7,665
 Quotes
24.8K
 Likes
1,481
 Bookmarks"
1545444891609776128,"Emilie Simons
@EmilieSimons46
No. He said, ""let me repeat that line.""
9:29 AM · Jul 8, 2022
256
 Reposts
2,285
 Quotes
2,729
 Likes
170
 Bookmarks"
1545401931383939072,"Mark Joseph Stern
@mjs_DC
The Wisconsin Supreme Court decision prohibiting ballot drop boxes includes outrageously irresponsible language questioning the legitimacy of the 2020 election results and drawing comparisons to elections in North Korea and Syria. https://wicourts.gov/sc/opinion/DisplayDocument.pdf?content=pdf&seqNo=542617…
ALT
ALT
6:38 AM · Jul 8, 2022
 from Manhattan, NY
2,136
 Reposts
401
 Quotes
4,318
 Likes
206
 Bookmarks"
1545095875906732032,"Brandon Wolf
@bjoewolf
Wow.
ALT
UCF Department of English
Readers added context they thought people might want to know
UCF English Department’s anti-racism statement is still up, and the highlighted text in the screenshot is currently not on this webpage: cah.ucf.edu/english/anti-r…
Context is written by people who use X, and appears when rated helpful by others.  Find out more.
10:22 AM · Jul 7, 2022
 from Orlando, FL
2,212
 Reposts
268
 Quotes
6,694
 Likes
430
 Bookmarks"
1545415878644219904,"Chuck Callesto
@ChuckCallesto
BREAKING REPORT: Wisconsin State Supreme Court deems ABSENTEE BALLOT DROP BOXES illegal...
7:33 AM · Jul 8, 2022
4,584
 Reposts
247
 Quotes
21.6K
 Likes
63
 Bookmarks"
1545460193953288192,"Dinesh D'Souza
@DineshDSouza
The Wisconsin Supreme Court just outlawed mail-in ballot dropboxes in future elections. The Court said they were also illegal in 2020. Evidently they no longer agree that 2020 was “the most secure election in history.” Dominoes are starting to fall! #2000Mules
10:29 AM · Jul 8, 2022
7,893
 Reposts
423
 Quotes
31.1K
 Likes
134
 Bookmarks"
1545505082569117698,"Alexandria Ocasio-Cortez
@AOC
Poor guy. He left before his soufflé because he decided half the country should risk death if they have an ectopic pregnancy within the wrong state lines. It’s all very unfair to him. 

The least they could do is let him eat cake 
Andy Campbell
@AndyBCampbell
·
Jul 8, 2022
Politico clutching pearls today after a handful of ""unruly"" protesters ""targeted"" Brett Kavanaugh by standing outside during his steak dinner.

Just an absolutely terrifying night for Kavanaugh, who ""did not hear or see the protesters and ate a full meal but left before dessert.""
1:28 PM · Jul 8, 2022
11.8K
 Reposts
2,023
 Quotes
103.5K
 Likes
386
 Bookmarks"
1545441526133788673,"Greg Price
@greg_price11
Joe Biden accidentally reads the part on the teleprompter that says ""repeat the line"" when they wanted him to say the line again lmfao
0:14 / 0:30
9:15 AM · Jul 8, 2022
27.5K
 Reposts
11.2K
 Quotes
159.1K
 Likes
6,282
 Bookmarks"
1545879172932837376,"The New York Times
@nytimes
Gov. Doug Ducey of Arizona signed a measure into law that makes it illegal for people to record videos within eight feet of police activity. Civil rights and news media organizations have objected to the law as a violation of free speech protections.
nytimes.com
Arizona Law Bans People From Recording Police Within Eight Feet (Published 2022)
Civil rights and news media organizations have objected to the law, which is set to go into effect in September, as a violation of free speech protections.
2:14 PM · Jul 9, 2022
1,745
 Reposts
445
 Quotes
4,802
 Likes
101
 Bookmarks"
1546151446290333697,"Aaron Rupar
@atrupar
Gov. Glenn Youngkin on CBS indicates he'd support a full abortion ban in Virginia (with exceptions for rape, incest, and health)
0:40
8:16 AM · Jul 10, 2022
555
 Reposts
420
 Quotes
1,242
 Likes
67
 Bookmarks"
1545917721380093954,"Austin Police Association
@ATXPOA
Our officers are working several major violent crimes & serious injuries today with over 65% of the patrol shifts below minimum staffing. Defunding, cutting positions, & canceling cadet classes is definitely impacting the community's safety. Homicides are 
4:48 PM · Jul 9, 2022
79
 Reposts
58
 Quotes
178
 Likes
2
 Bookmarks"
1546320921312600064,"Phil Jankowski
@PhilJankowski
Breaking: ERCOT has issued an alert for possible rolling blackouts Monday from 2 p.m. to 8 p.m. ""A projected reserve capacity shortage with no market solution available."" Additionally, ERCOT has issued a call for energy conservation Monday.
7:30 PM · Jul 10, 2022
4,468
 Reposts
3,296
 Quotes
11.1K
 Likes
255
 Bookmarks"
1536846948279406593,"No Lie with Brian Tyler Cohen
@NoLieWithBTC
The increasing amount of Republicans calling to execute LGBTQ people is an explicit threat of violence and should be treated as such.
4:04 PM · Jun 14, 2022
10.9K
 Reposts
542
 Quotes
48.5K
 Likes
188
 Bookmarks"
1546625163378282496,"Joe Walsh
@WalshFreedom
No 
@DanaPerino
, you DO have a right to protest judges. You have a right to peacefully protest anyone or anything in this country. And nobody on set corrected her. And now millions watching think you can’t protest outside a restaurant where a justice is eating. We’re in trouble.
Acyn
@Acyn
·
Jul 11, 2022
Dana: None of us and you do not have a first amendment right to protest judges. You explicitly and specifically do not have the right…
3:39 PM · Jul 11, 2022
273
 Reposts
52
 Quotes
1,373
 Likes
9
 Bookmarks"
1546926898852274176,"Guttmacher Employees United
@guttunion
This is clear retaliation and union busting. We are here to protect and uplift all GEU members. We are #UnionStrong
11:38 AM · Jul 12, 2022
32
 Reposts
372
 Likes
2
 Bookmarks"
1546961926982434818,"Helen Bolton
@hbolton
Illegally retaliating against your workers is not ""working with the union in a productive and collaborative manner"" reinstate Sam NOW
1:57 PM · Jul 12, 2022
1
 Repost
29
 Likes"
